"Group","PPH","Direct %","Indirect %","Gap %"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-28","103","17.47%","82.07%","0.46%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-30","111","6.67%","92.56%","0.78%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Jesus Aristiguieta -> 2026-05-31","0","0.00%","99.21%","0.79%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Luis Arevalo","67","4.56%","94.86%","0.57%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-05-25","0","0.00%","99.71%","0.29%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-05-26","0","0.00%","99.67%","0.33%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-05-27","0","0.00%","99.69%","0.31%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Luis Arevalo -> 2026-05-28","67","17.15%","81.55%","1.30%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa","0","0.00%","99.77%","0.23%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-05-26","0","0.00%","99.93%","0.07%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-05-27","0","0.00%","99.57%","0.43%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mabel Figueroa -> 2026-05-28","0","0.00%","99.86%","0.14%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg","113","8.10%","91.50%","0.40%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-05-26","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-05-27","113","43.99%","53.85%","2.16%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Marq Brandenburg -> 2026-05-28","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Matt Morelli","90","10.08%","89.61%","0.31%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-05-25","0","0.00%","99.93%","0.07%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-05-26","96","19.74%","79.23%","1.02%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-05-27","0","0.00%","99.91%","0.09%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Matt Morelli -> 2026-05-28","85","20.55%","79.37%","0.08%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mike Sgro","0","0.00%","99.71%","0.29%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-26","0","0.00%","99.43%","0.57%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-27","0","0.00%","99.67%","0.33%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-28","0","0.00%","99.71%","0.29%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-29","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Mike Sgro -> 2026-05-30","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Optimus Myers","109","9.38%","88.81%","1.81%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-25","0","0.00%","99.92%","0.08%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-26","0","0.00%","99.68%","0.32%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-27","0","0.00%","99.64%","0.36%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-28","0","0.00%","99.76%","0.24%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Optimus Myers -> 2026-05-31","109","73.46%","14.10%","12.44%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett","0","0.00%","99.87%","0.13%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-05-25","0","0.00%","99.85%","0.15%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-05-26","0","0.00%","99.89%","0.11%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-05-27","0","0.00%","99.81%","0.19%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-05-28","0","0.00%","99.85%","0.15%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Sal Odenbrett -> 2026-05-29","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Xavier Villa","75","5.19%","94.00%","0.80%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-26","0","0.00%","99.20%","0.80%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-27","75","18.24%","79.70%","2.06%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-28","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Christopher Sandoval -> Material Handler -> Xavier Villa -> 2026-05-29","70","0.50%","99.50%","0.00%"
" -> 2026-05-25 -> Jada Tingley","109","62.60%","27.43%","7.63%"
" -> 2026-05-25 -> Jada Tingley -> Load Out","108","70.32%","17.94%","8.69%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Benji Villa-Tapia","99","76.79%","14.61%","8.59%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-25","89","77.46%","11.36%","11.18%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-26","105","81.84%","10.61%","7.55%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-27","112","73.99%","17.00%","9.00%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Benji Villa-Tapia -> 2026-05-28","87","74.22%","19.01%","6.76%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Brady Warrick","91","92.90%","0.00%","7.10%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Brady Warrick -> 2026-05-26","86","90.85%","0.00%","9.15%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Brady Warrick -> 2026-05-27","95","94.96%","0.00%","5.04%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Chris Veba","103","67.66%","23.39%","8.95%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-05-25","107","73.92%","14.08%","11.99%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-05-26","106","73.46%","17.53%","9.01%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-05-27","100","58.51%","35.28%","6.21%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Chris Veba -> 2026-05-28","97","65.59%","25.55%","8.86%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Devin Moore","113","87.36%","2.67%","9.97%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-05-26","109","89.33%","0.00%","10.67%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-05-27","127","79.24%","7.18%","13.58%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Devin Moore -> 2026-05-28","104","93.97%","0.00%","6.03%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Howard Sandberg","114","83.92%","8.22%","7.86%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-05-25","110","82.81%","9.76%","7.43%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-05-26","109","92.53%","0.00%","7.47%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-05-27","124","76.71%","17.94%","5.34%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Howard Sandberg -> 2026-05-28","116","83.66%","4.20%","12.14%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Josiah Roberts","117","71.70%","16.00%","12.30%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-05-25","114","78.26%","8.81%","12.93%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-05-26","125","53.77%","34.40%","11.84%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Josiah Roberts -> 2026-05-27","114","83.02%","4.86%","12.13%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Michael Walters","109","64.44%","30.00%","5.56%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-05-25","121","44.54%","50.18%","5.28%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-05-26","95","71.51%","21.67%","6.83%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-05-27","112","77.77%","14.76%","7.46%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Michael Walters -> 2026-05-28","110","65.43%","31.43%","3.14%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Owen Holt","110","58.41%","33.48%","8.11%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-05-25","102","63.00%","25.27%","11.73%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-05-26","127","63.50%","30.53%","5.97%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-05-27","109","65.83%","22.47%","11.70%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Owen Holt -> 2026-05-28","97","41.99%","54.72%","3.30%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Robert Sloan","98","79.83%","10.31%","9.86%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Robert Sloan -> 2026-05-26","98","87.57%","4.65%","7.77%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Robert Sloan -> 2026-05-27","96","77.87%","11.19%","10.93%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Robert Sloan -> 2026-05-28","101","74.71%","14.59%","10.70%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Shawn Smith","111","53.49%","10.75%","10.27%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Shawn Smith -> 2026-05-25","117","74.07%","9.23%","16.69%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Shawn Smith -> 2026-05-26","113","77.35%","6.06%","16.59%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Shawn Smith -> 2026-05-27","98","14.61%","3.55%","1.83%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Shawn Smith -> 2026-05-28","115","39.73%","24.88%","7.14%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Shawn Smith -> 2026-05-30","90","86.62%","5.88%","7.49%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Zach Appleberry","113","71.81%","20.21%","7.97%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Zach Appleberry -> 2026-05-25","107","73.97%","19.86%","6.18%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Zach Appleberry -> 2026-05-26","113","79.74%","12.97%","7.29%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Zach Appleberry -> 2026-05-27","119","74.03%","18.02%","7.95%"
" -> 2026-05-25 -> Jada Tingley -> Load Out -> Zach Appleberry -> 2026-05-28","111","60.13%","29.58%","10.30%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant","107","76.03%","12.62%","8.74%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Alex Sanchez","112","69.94%","21.64%","8.42%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Alex Sanchez -> 2026-05-25","111","75.82%","16.41%","7.77%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Alex Sanchez -> 2026-05-26","122","72.30%","15.67%","12.03%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Alex Sanchez -> 2026-05-27","103","61.04%","33.91%","5.05%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Alex Sanchez -> 2026-05-28","111","71.11%","20.06%","8.82%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Danny Barraza","99","65.34%","16.48%","9.04%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Danny Barraza -> 2026-05-25","96","47.99%","41.95%","10.06%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Danny Barraza -> 2026-05-26","98","77.81%","10.45%","11.75%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Danny Barraza -> 2026-05-27","97","81.84%","10.71%","7.45%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Danny Barraza -> 2026-05-28","109","36.74%","11.88%","11.81%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Danny Barraza -> 2026-05-29","94","91.18%","4.62%","4.20%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Danny Barraza -> 2026-05-30","107","96.66%","3.34%","0.00%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Jason Borelli","118","90.26%","1.91%","7.83%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Jason Borelli -> 2026-05-25","124","86.75%","1.70%","11.55%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Jason Borelli -> 2026-05-26","118","93.08%","1.64%","5.28%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Jason Borelli -> 2026-05-27","114","91.32%","2.64%","6.04%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Jason Borelli -> 2026-05-28","118","89.94%","1.65%","8.42%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Nyomi Walker","99","80.95%","9.48%","9.58%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Nyomi Walker -> 2026-05-25","103","78.93%","11.08%","9.98%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Nyomi Walker -> 2026-05-26","93","82.84%","8.57%","8.59%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Nyomi Walker -> 2026-05-27","97","82.95%","6.18%","10.87%"
" -> 2026-05-25 -> Jada Tingley -> Lot Attendant -> Nyomi Walker -> 2026-05-28","102","78.84%","12.23%","8.93%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator","125","23.08%","73.73%","3.20%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> David Baldwin","0","0.00%","99.84%","0.16%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> David Baldwin -> 2026-05-26","0","0.00%","99.57%","0.43%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> David Baldwin -> 2026-05-27","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> David Baldwin -> 2026-05-28","0","0.00%","99.95%","0.05%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr","124","71.68%","18.61%","9.71%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr -> 2026-05-25","128","81.31%","5.07%","13.62%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr -> 2026-05-26","125","61.63%","32.43%","5.95%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr -> 2026-05-27","119","77.75%","11.23%","11.02%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr -> 2026-05-28","126","66.75%","24.74%","8.51%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman","138","1.09%","98.69%","0.22%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-25","0","0.00%","99.93%","0.07%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-26","0","0.00%","99.52%","0.48%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-27","0","0.00%","99.72%","0.28%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-28","0","0.00%","99.85%","0.15%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-29","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-30","138","11.18%","88.55%","0.27%"
" -> 2026-05-25 -> Jarod Laney","108","57.81%","31.80%","7.88%"
" -> 2026-05-25 -> Jarod Laney -> Load Out","107","64.97%","21.74%","9.29%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Blake Andrews- Earl","113","76.90%","9.80%","13.30%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Blake Andrews- Earl -> 2026-05-28","111","59.82%","15.18%","25.00%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Blake Andrews- Earl -> 2026-05-29","123","79.43%","11.03%","9.54%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Blake Andrews- Earl -> 2026-05-30","104","94.94%","1.73%","3.33%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Cameron Roscher","84","75.49%","5.77%","18.74%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Cameron Roscher -> 2026-05-28","79","50.69%","12.70%","36.61%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Cameron Roscher -> 2026-05-29","82","94.74%","0.00%","5.26%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Cameron Roscher -> 2026-05-30","88","81.33%","4.55%","14.11%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Derek  Polanco","109","80.16%","12.69%","7.15%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Derek  Polanco -> 2026-05-29","104","81.56%","12.97%","5.47%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Derek  Polanco -> 2026-05-30","109","81.09%","10.21%","8.71%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Derek  Polanco -> 2026-05-31","116","77.84%","14.90%","7.26%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray","107","56.41%","16.81%","8.83%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-27","100","89.94%","0.00%","10.06%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-29","96","38.01%","19.62%","8.10%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-30","83","39.82%","17.27%","10.69%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-31","134","68.43%","25.05%","6.52%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Luke Robertino","95","76.79%","4.94%","18.27%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Luke Robertino -> 2026-05-28","82","51.67%","14.64%","33.69%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Luke Robertino -> 2026-05-29","100","88.65%","0.00%","11.35%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Luke Robertino -> 2026-05-30","99","90.57%","0.00%","9.43%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Matthew Noriega","106","79.43%","14.30%","6.27%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Matthew Noriega -> 2026-05-29","112","78.57%","15.57%","5.86%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Matthew Noriega -> 2026-05-30","104","75.96%","15.25%","8.79%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Matthew Noriega -> 2026-05-31","102","83.77%","12.11%","4.13%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Megan Palmer","101","42.54%","25.61%","5.65%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Megan Palmer -> 2026-05-29","85","28.36%","15.38%","6.60%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Megan Palmer -> 2026-05-30","96","42.37%","26.13%","3.77%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Megan Palmer -> 2026-05-31","112","57.58%","35.77%","6.65%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Michael Mooyman","98","6.73%","89.46%","3.81%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Michael Mooyman -> 2026-05-29","84","6.00%","89.71%","4.30%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Michael Mooyman -> 2026-05-30","90","9.00%","85.52%","5.48%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Michael Mooyman -> 2026-05-31","129","5.26%","93.16%","1.57%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Nandi Tom","91","75.66%","16.18%","8.17%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Nandi Tom -> 2026-05-29","87","78.72%","14.44%","6.84%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Nandi Tom -> 2026-05-30","96","72.70%","17.85%","9.45%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Roger Snyder","137","83.17%","8.80%","8.03%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Roger Snyder -> 2026-05-29","120","82.67%","11.36%","5.97%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Roger Snyder -> 2026-05-30","162","83.99%","3.55%","12.46%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Roger Snyder -> 2026-05-31","133","83.01%","10.56%","6.44%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Taylor Bottolfson","101","74.43%","17.61%","7.97%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Taylor Bottolfson -> 2026-05-29","107","71.17%","21.83%","7.00%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Taylor Bottolfson -> 2026-05-30","87","73.54%","18.47%","7.98%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Taylor Bottolfson -> 2026-05-31","109","78.63%","12.44%","8.93%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Zachary Cassaro","117","63.86%","26.52%","9.62%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Zachary Cassaro -> 2026-05-25","0","0.00%","98.26%","1.74%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Zachary Cassaro -> 2026-05-29","111","72.91%","18.15%","8.94%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Zachary Cassaro -> 2026-05-30","111","72.50%","18.13%","9.37%"
" -> 2026-05-25 -> Jarod Laney -> Load Out -> Zachary Cassaro -> 2026-05-31","129","69.87%","16.71%","13.42%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant","114","81.14%","11.05%","7.81%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Anthony Moya","127","75.80%","15.69%","8.51%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Anthony Moya -> 2026-05-29","131","76.26%","19.18%","4.57%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Anthony Moya -> 2026-05-30","123","75.34%","12.24%","12.42%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Christopher Lightholder","108","79.63%","11.67%","8.71%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Christopher Lightholder -> 2026-05-29","118","81.72%","10.94%","7.34%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Christopher Lightholder -> 2026-05-30","97","77.61%","12.37%","10.02%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Cynder Martin","126","83.80%","8.66%","7.54%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Cynder Martin -> 2026-05-29","128","82.97%","10.41%","6.62%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Cynder Martin -> 2026-05-30","125","90.58%","1.77%","7.65%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Cynder Martin -> 2026-05-31","126","78.91%","12.84%","8.25%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Tarrell Seay","98","83.88%","9.24%","6.88%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Tarrell Seay -> 2026-05-29","110","79.09%","13.41%","7.50%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Tarrell Seay -> 2026-05-30","85","80.17%","10.96%","8.87%"
" -> 2026-05-25 -> Jarod Laney -> Lot Attendant -> Tarrell Seay -> 2026-05-31","100","93.34%","2.68%","3.98%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator","92","12.62%","84.00%","3.39%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez","90","24.42%","70.54%","5.04%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-25","106","38.95%","52.53%","8.52%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-26","83","88.17%","0.00%","11.83%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-28","86","70.53%","12.57%","16.89%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-29","0","0.00%","99.79%","0.21%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-30","2808","0.01%","99.47%","0.52%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-31","50","0.33%","99.67%","0.00%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Nathan Riley","110","5.10%","91.11%","3.79%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Nathan Riley -> 2026-05-29","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Nathan Riley -> 2026-05-30","104","6.83%","89.91%","3.26%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Nathan Riley -> 2026-05-31","116","7.85%","84.58%","7.57%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Xavier Becerra Espinoza","0","0.00%","99.82%","0.18%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Xavier Becerra Espinoza -> 2026-05-29","0","0.00%","99.88%","0.12%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Xavier Becerra Espinoza -> 2026-05-30","0","0.00%","99.56%","0.44%"
" -> 2026-05-25 -> Jarod Laney -> Safety Coordinator -> Xavier Becerra Espinoza -> 2026-05-31","0","0.00%","100.00%","0.00%"
" -> 2026-05-25 -> Marisa Miranda","113","74.07%","13.69%","7.37%"
" -> 2026-05-25 -> Marisa Miranda -> Picker","111","72.64%","15.41%","7.26%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Anthony Rodriguez","106","65.37%","9.82%","4.97%"
